,2023-03-24,2023-03-28,2023-04-01,2023-04-05,2023-04-09,2023-04-13,2023-04-17,2023-04-21,2023-04-25,2023-04-29,2023-05-03,2023-05-07,2023-05-11,2023-05-15,2023-05-19,2023-05-23,2023-05-27,2023-05-31,2023-06-04,2023-06-08,2023-06-12,2023-06-16,2023-06-20,2023-06-24,2023-06-28,2023-07-02,2023-07-06,2023-07-10,2023-07-14,2023-07-18,2023-07-22
2023-03-24,1.0000000000000002,1.0025291535536363,0.9986036081786037,0.9988358787194193,0.9988861872417896,0.9997517000132067,0.9998895152998878,0.9987149672128555,0.9997599277418202,1.0001274153893067,0.9996330477458276,1.00064688570565,1.0017282842297652,1.0017034544979988,1.0024299546098137,1.002656881621388,1.0031238741531554,1.0033465749905457,1.0023819636166842,1.0033414271193468,1.0041909560424476,1.0041773039432653,1.0043956597196144,1.0043836491943137,1.0036136187732254,1.0037570981477935,1.0040489447447658,1.004066167088647,1.0034490673760457,1.00355468350625,1.0040190001385552
2023-03-28,0,1.0,0.996084357885137,0.9963160424600864,0.9963662240654713,0.9972295533445742,0.9973670209545608,0.9961954359858157,0.9972377603164956,0.9976043208760402,0.9971112004099402,0.9981224806866573,0.9992011510876941,0.9991763839957069,0.9999010513126015,1.0001274058388216,1.0005932202544046,1.000815359268119,0.9998531813898576,1.0008102243838306,1.0016576101382395,1.0016439924802056,1.0018617973944814,1.001849817169011,1.0010817293599343,1.0012248467685998,1.0015159571028356,1.0015331359986517,1.0009175930885885,1.0010229427732638,1.0014860880400713
2023-04-01,0,0,0.9999999999999999,1.000232595335039,1.0002829742060528,1.0011496972624574,1.0012877052623805,1.00011151475254,1.0011579364962695,1.0015259380180712,1.0010308790783375,1.0020461347328526,1.003129045424601,1.003104180972317,1.0038316969815368,1.0040589413152403,1.0045265868634266,1.0047495991132986,1.0037836388804682,1.0047444440436024,1.0055951609007647,1.0055814897112454,1.005800150824184,1.0057881235040322,1.005017016315172,1.0051606963233282,1.0054529510223718,1.0054701974490226,1.0048522348184576,1.0049579986363928,1.0054229645432873
2023-04-05,0,0,0,1.0,1.0000503671558483,1.0009168886633926,1.0010548645707633,0.9998789475737307,1.000925125981243,1.001293041927512,1.0007980981094013,1.0018131176751004,1.0028957765454463,1.002870917875173,1.0035982647069128,1.0038254561969358,1.0042929929982427,1.0045159533885684,1.003550217781335,1.0045107995176383,1.005361318548042,1.005347650537638,1.005566260802849,1.0055542362795449,1.0047833084049118,1.0049269550015398,1.0052191417393115,1.0052363841554566,1.0046185652266924,1.0047243044501772,1.00518916223332
2023-04-09,0,0,0,0,1.0,1.0008664778655185,1.0010044468237855,0.9998285890513645,1.0008747147684995,1.0012426121848221,1.0007476932943684,1.0017626617389936,1.0028452660816376,1.0028204086633619,1.0035477188625557,1.0037748989101656,1.0042424121641598,1.0044653613251702,1.0034996743568427,1.004460207713813,1.0053106839081496,1.00529701658613,1.005515615841118,1.0055035919234243,1.0047327028762802,1.004876342238202,1.0051685142601,1.0051857558078372,1.0045679679952881,1.0046737018932574,1.0051385362640148
2023-04-13,0,0,0,0,0,0.9999999999999998,1.0001378495147135,0.9989630097149744,1.0000082297720656,1.0003758086893924,0.999881318263947,1.0008954080222432,1.0019770751242854,1.001952239225766,1.0026789197723507,1.0029059031438934,1.0033730116586987,1.0035957678064376,1.0026309168600989,1.0035906186567047,1.0044403585702146,1.0044267030803746,1.0046451130879257,1.004633099579671,1.0038628779125531,1.004006392921896,1.004298312002372,1.0043155386236233,1.003698285647116,1.0038039280083175,1.0042683599590696
2023-04-17,0,0,0,0,0,0,0.9999999999999998,0.9988253221290353,0.9998703981229079,1.0002379263766432,0.999743504107068,1.0007574540928506,1.001838972108159,1.0018141396327844,1.0025407200206153,1.0027676721069232,1.0032347162399213,1.0034574416850657,1.0024927237246297,1.003452293245043,1.004301916038463,1.0042882624307663,1.0045066423347533,1.0044946304823268,1.0037245149752576,1.003868010203853,1.004159889048972,1.004177113295869,1.0035599453956574,1.0036655731961177,1.004129941133975
2023-04-21,0,0,0,0,0,0,0,1.0000000000000002,1.0010463050652791,1.0014142655540579,1.000919261814544,1.0019344042657,1.0030171942103954,1.0029923325305554,1.0037197674200535,1.003946986415487,1.0044145798201105,1.0046375672035996,1.0036717146775747,1.0046324127087056,1.005483034708966,1.0054693650438162,1.0056880017755339,1.0056759757964557,1.0049049545878348,1.0050486185753371,1.0053408406873043,1.0053580851909383,1.0047401914646397,1.0048459434896637,1.0053108575517817
2023-04-25,0,0,0,0,0,0,0,0,1.0000000000000002,1.0003675758922612,0.9998730895363257,1.000887170948963,1.0019688291492048,1.0019439934550776,1.0026706680212962,1.002897649524833,1.003364754195473,1.0035875085099948,1.002622665504094,1.003582359402638,1.0044320923230396,1.0044184369455802,1.0046368451556815,1.0046248317462947,1.0038546164178732,1.00399813024613,1.0042900469241984,1.0043072734036795,1.0036900255069816,1.0037956669987778,1.0042600951273923
2023-04-29,0,0,0,0,0,0,0,0,0,0.9999999999999998,0.9995056953385416,1.000519404136263,1.001600664891118,1.0015758383226387,1.002302245878952,1.0025291439802164,1.002996077017529,1.0032187494830205,1.0022542609998346,1.0032136022676559,1.0040630229614882,1.004049372601572,1.0042677005595793,1.0042556915644096,1.0034857592445474,1.003629220339964,1.0039210297559262,1.0039382499056952,1.0033212288110769,1.0034268314858754,1.003891088964633
